,lag,MSE,RMSE,MAE,MAPE,R2
0,-1,7.861923583451075e-05,0.008866748887529788,0.007761516028152351,2.311642373991766,-0.541263717090428
1,-2,9.977719241904611e-05,0.009988853408627344,0.008656393407095135,2.6783296248043187,-0.9560475860173807
2,-3,0.00010693708564155094,0.010341038905330108,0.00883459275424906,2.9173291804040926,-1.0964112454316877
3,-4,0.00010620374541690213,0.010305520142957469,0.008723199860619146,2.988377177444465,-1.0820347297032304
4,-5,0.00010429205874841834,0.010212348346409768,0.008717567001404266,2.8533630805353143,-1.0445577271693773
5,-6,0.00010278739240016307,0.010138411729662742,0.008643598520074177,2.3399331762133935,-1.0150600142461128
